iscnPrefix,classTitle,classDescription,author,imageUrl,catalogId,mintCount,listCount,editionTitleEn,editionTitleZh,editionDescriptionEn,editionDescriptionZh,editionPriceUSD,classId
iscn://likecoin-chain/HblxuAomNJzFiHGJewtIMUw3Cas8E_UilMsgb0Z0SwY/1,Penrod,,"""Tarkington, Booth, 1869-1946""",https://www.gutenberg.org/cache/epub/6554/pg6554.cover.medium.jpg,6554,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ldw53xvkqpllsqdm0wnjgunkm0eh9qyenfk4e3qtkmx5fryshfzq6ufcgm
iscn://likecoin-chain/fqopv6HwFO3udWzkgFqYcCkFoqgZ_UYGOIb9sk3BTYg/1,Père Antoine's Date-Palm,,"""Aldrich, Thomas Bailey, 1836-1907""",https://www.gutenberg.org/cache/epub/23361/pg23361.cover.medium.jpg,23361,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1qy76dmkxdf8cmm3d2zvj8qtyawnq5jn2rhavr0pp93gumta924rsmf6d7v
iscn://likecoin-chain/KMlhg1Wjk8S1SB5iUG_23zOx5DIARuXNM1O_hsqTWGU/1,Peregrine's Progress,,"""Farnol, Jeffery, 1878-1952""",https://www.gutenberg.org/cache/epub/7059/pg7059.cover.medium.jpg,7059,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1nz699hm7nj2p9sx38v70203q23mynpvwgq0jehl4xp5ycyr2gmxquta3ey
iscn://likecoin-chain/fyr3g0oAjdLlnwg3bsHkjdMkJx4UMp1cMsdaVMtBK7w/1,"Pericles, Prince of Tyre",,"""Shakespeare, William, 1564-1616""",https://www.gutenberg.org/cache/epub/1537/pg1537.cover.medium.jpg,1537,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1wmcz5j0j0zewmqkxpww6xmj3f9y5hgs4857cl9xrzs5nmfexemmqd65fr8
iscn://likecoin-chain/iVdL54M8-ik82zY8y_4Uj7vaC4srhCLqwE1XgeS6-NM/1,Perkins of Portland: Perkins The Great,,"""Butler, Ellis Parker, 1869-1937""",https://www.gutenberg.org/cache/epub/44151/pg44151.cover.medium.jpg,44151,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ryw0j4r96zqfkzg78qx0rpy7llwn650g78equp890kpe9akqvlls6l7et0
iscn://likecoin-chain/98hZNoJrGvYMbyEfrVxM-K6hPpLS-mS8OZWOV0aLGAc/1,Perpetual Light : a memorial,,"""Benét, William Rose, 1886-1950""",https://www.gutenberg.org/cache/epub/6597/pg6597.cover.medium.jpg,6597,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1223wwecym0eltumyvtp2kd6u9pwmset2dfxegqkas624z8msp7nstftavu
iscn://likecoin-chain/4yOPlOZC2_O0r6C8XUuE7p_UXPr3EynE2X3p0Ivz5vk/1,Persia Revisited,,"""Gordon, Thomas Edward, Sir, 1832-1914""",https://www.gutenberg.org/cache/epub/13064/pg13064.cover.medium.jpg,13064,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vnq4tktyh5lllvurf737ym6jy4m5t5e6vaz29c44kr7gng8dgjtq7t00vt
iscn://likecoin-chain/CBLXbLtAvqBxLmJNtsf2ox7T80eoWP11jUxfrI9VcoI/1,Personal Experience of a Physician,,"""Ellis, John, 1815-1896""",https://www.gutenberg.org/cache/epub/6481/pg6481.cover.medium.jpg,6481,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1fy077nksmqmsmex57q0h4aswt6stk9r47gufq698ejmwakmhn8sq9d5vj5
iscn://likecoin-chain/A2r2x02dg-QemgCz45nftr6PnEpuzJlSq2n0F4tg2MQ/1,Personal Memoirs of U. S. Grant — Volume 1,,"""Grant, Ulysses S. (Ulysses Simpson), 1822-1885""",https://www.gutenberg.org/cache/epub/1067/pg1067.cover.medium.jpg,1067,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1pdzcw6hthmkw3zn6jh6sw8mvfs2s65r7plgvqp2zujm6j7xqpnqqletcrf
iscn://likecoin-chain/ugLBI8XYxWgZHZe7mDdYVWoNbVkJaRfpIhOfqdBczP4/1,Personal Poems I,,"""Whittier, John Greenleaf, 1807-1892""",https://www.gutenberg.org/cache/epub/9581/pg9581.cover.medium.jpg,9581,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1s29wjq8lka2m9xtxmx65d7w85z6lpeqnld6u9pd03d26842sfnwq0a0fcv
iscn://likecoin-chain/9mAjHe68XZYASfTpYnBjjMu7Dfw4o5c309wUSkF8iLY/1,Personal Poems II,,"""Whittier, John Greenleaf, 1807-1892""",https://www.gutenberg.org/cache/epub/9582/pg9582.cover.medium.jpg,9582,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1w0u0k77lg6mld2klz9lwa46vevn3nzg826pl895fhcvcrq6ksm6qmp7ssj
iscn://likecoin-chain/3LLaHtyUC6lCxPYQeDmnIiIo1NmF-xPIRiomRzpD8mA/1,Personal Recollections,,"""Charlotte Elizabeth, 1790-1846""",https://www.gutenberg.org/cache/epub/8114/pg8114.cover.medium.jpg,8114,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10xrq7jntyw9u4y2sp8edcuwl5njmzlys95rqsvhu0m975gdfxnqqf9fckc
iscn://likecoin-chain/sN2y--Qm6O41pa5xQqScABPbTmxe0yxUjHNAjnA_CHc/1,Personal Recollections of Birmingham and Birmingham Men,,"""Edwards, Eliezer, 1815-1891""",https://www.gutenberg.org/cache/epub/18821/pg18821.cover.medium.jpg,18821,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ymdxnztcm4ru4zev8jcuzla0t0lwwr2g2ach8ysqnd8t2m3swucqtfseqg
iscn://likecoin-chain/alDBxL2XZxcXSbk8tm3NWMOesgnzDVtr37oBwTaxLhk/1,Personal Recollections of Early Melbourne and Victoria,,"""Westgarth, William, 1815-1889""",https://www.gutenberg.org/cache/epub/5789/pg5789.cover.medium.jpg,5789,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1axv2zvuezqg6lewm8n7preemwjsk4chk0t6yea6r5xv28g5vvuyqr70fhg
iscn://likecoin-chain/xw-L4q5OfT2DGu_DEQp-hxZ8gMYp5k_iLRxi1gaZqBA/1,Personal Recollections of Joan of Arc — Volume 1,,"""Twain, Mark, 1835-1910""",https://www.gutenberg.org/cache/epub/2874/pg2874.cover.medium.jpg,2874,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1sy7xtxwvhhg4dq8z5knyrx7y8423dasxy96jjfze43e08d67q0vs7ua00t
iscn://likecoin-chain/yzgfmcFaOdg3hZI5fyCUBaGwfMIh4djQ8_0r46kcCJ0/1,Personal Recollections of Pardee Butler,,"""Butler, Pardee, 1816-1888"",""Hastings, Rosetta Butler, 1844-1934 [Editor]""",https://www.gutenberg.org/cache/epub/12973/pg12973.cover.medium.jpg,12973,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft190lmwl4jsafjkpjmauuj3au89xtegldj7c4lpmzp2c0dzy9hp77suxclz8
iscn://likecoin-chain/Jxzt_M_UmP16PuqolyLtSNNqMQHgWojbOMq3Hd5dE24/1,"Personal reminiscences of early days in California, with other sketches",,"""Field, Stephen J. (Stephen Johnson), 1816-1899"",""Gorham, George C. (George Congdon), 1832-1909""",https://www.gutenberg.org/cache/epub/15752/pg15752.cover.medium.jpg,15752,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1p4ytnth2s4l5vhw2k6xd62av8pxhtrrr6a3u99zr20wtg4xr6etqnyg7lz
iscn://likecoin-chain/-r5VeMQSN-5lzIhQgrHWgWGRq0wmtIxHSjBM9FEQqE0/1,Personal Sketches and Tributes,,"""Whittier, John Greenleaf, 1807-1892""",https://www.gutenberg.org/cache/epub/9592/pg9592.cover.medium.jpg,9592,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft12rctxqj4ms8k4qw667q3pguntz0rzu2adw24c3yhtuujwpfxmwcqu3qdza
iscn://likecoin-chain/h1sw1RPGslPwUouYiboHcyM6yyZlqMNnskpnsRDIDXM/1,"Personality Plus: Some Experiences of Emma McChesney and Her Son, Jock",,"""Ferber, Edna, 1885-1968"",""Flagg, James Montgomery, 1877-1960 [Illustrator]""",https://www.gutenberg.org/cache/epub/12677/pg12677.cover.medium.jpg,12677,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1erus88pknqu8y4muh48guytalv0nn80p450dew092jatt3nupe6qmjm5pr
iscn://likecoin-chain/yMpZ0uyVJhn84kIvgmR6tpwHsMls3kRHJov6yAUjy10/1,Persuasion,,"""Austen, Jane, 1775-1817"",""Letorsay, Madame [Translator]""",https://www.gutenberg.org/cache/epub/36777/pg36777.cover.medium.jpg,36777,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1szvx9za8hct55uzkqrv8zfjkly5x040x6hfcegk2vn04zzg9uanqf9x67h
iscn://likecoin-chain/83Kr9dhUD0O1j4otHG-mYkLQg0f6tZwAXY_fL9DaTt4/1,Peter: A Novel of Which He is Not the Hero,,"""Smith, Francis Hopkinson, 1838-1915""",https://www.gutenberg.org/cache/epub/4516/pg4516.cover.medium.jpg,4516,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ml535ng5v36xjznrrv7samldujv9ul4z7mgzzm0u7d4d8j3p3prsjk27d7
iscn://likecoin-chain/EZuZgraJf65Kz39Iay0rXShYilYeCCmEhczt1AwX-h0/1,Peter Cotterell's Treasure,,"""Holland, Rupert Sargent, 1878-1952"",""Thomson, Will [Illustrator]""",https://www.gutenberg.org/cache/epub/43670/pg43670.cover.medium.jpg,43670,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1axfwp7lcwtnk6lnw6305e2wx9sxepwa244zn6tk2xwlknwsccthsmctjen
iscn://likecoin-chain/Tzq2QhDJb_3ak9cAGyqLp6xfpBFUDUzgtBpoJqWAjvg/1,Peter Ruff and the Double Four,,"""Oppenheim, E. Phillips (Edward Phillips), 1866-1946""",https://www.gutenberg.org/cache/epub/1976/pg1976.cover.medium.jpg,1976,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1q9em5emantpeh5ns4azgja50ncjxw53m6p268g65z0mu9umxlvusnxehhx
iscn://likecoin-chain/Y7BkCnrLEr5eMt6q1KtP1R7Jrf446RyRhjy3tJT7oSc/1,Peter Schlemihl,,"""Chamisso, Adelbert von, 1781-1838"",""Cruikshank, George, 1792-1878 [Illustrator]"",""Bowring, John, 1792-1872 [Translator]""",https://www.gutenberg.org/cache/epub/21943/pg21943.cover.medium.jpg,21943,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10xll7xxy50lsam7d0s3s7cpqn3e0lcqmppllt95tvvljs34vzfeqxzmcxh
iscn://likecoin-chain/oAt9ka-SBg5xA2fsnbP-zsfYplNwOInWbufSWBDzcxk/1,"Petty Troubles of Married Life, Complete",,"""Balzac, Honoré de, 1799-1850""",https://www.gutenberg.org/cache/epub/16146/pg16146.cover.medium.jpg,16146,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1d6gztwzau6ykdfkkcy4vr56hg0re4yj9tl0jmzsm4g4y9kj7qeeqh42mvd
iscn://likecoin-chain/H4VSOtFb4sL96yHpAYwLb3pQkqGWTjRgTBxebwsgbYk/1,Phaedo,,"""Plato, 427? BCE-347? BCE"",""Jowett, Benjamin, 1817-1893 [Translator]""",https://www.gutenberg.org/cache/epub/1658/pg1658.cover.medium.jpg,1658,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1z8pczth7zfw0f3udtmhlmal3jtdxkrpn7n8j7hdxsy3yer0rdzjsf2xafa
iscn://likecoin-chain/xxxzMXyccbe7eBToFnK4qkJARE7L7I005NLqjHm5lcQ/1,Phaedrus,,"""Plato, 427? BCE-347? BCE"",""Jowett, Benjamin, 1817-1893 [Translator]""",https://www.gutenberg.org/cache/epub/1636/pg1636.cover.medium.jpg,1636,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ecda5sldug5juw96tqvmvnjd8uxne9s38ck52mtjhayklfqk3unsxsekw4
iscn://likecoin-chain/PF3Qxbel1NYir_CfMjg1nyRhFWKDnQguJ9BNdkun55s/1,Phallic Miscellanies,,"""Jennings, Hargrave, 1817?-1890""",https://www.gutenberg.org/cache/epub/36254/pg36254.cover.medium.jpg,36254,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft128t6c5dk6lavgsfuacvq4pdjvzswkfu70knj28t76aa5gt6m9y5qkulxdr
iscn://likecoin-chain/FN4TB1ydO2ADw8KsovjmhHWcmHBM02200yVRVoat984/1,Phantastes: A Faerie Romance for Men and Women,,"""MacDonald, George, 1824-1905""",https://www.gutenberg.org/cache/epub/325/pg325.cover.medium.jpg,325,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1k8jut2ctk7v4klyhql3rlj6lwvjrlvg4r3zlskk9kuw09yu7rkvsw5k46e
iscn://likecoin-chain/w4-gVaEFtuJ8uCgFl9RyF7UjUIg_0pgfzo2YBaNfed0/1,"Phebe, the Blackberry Girl",,"""Livermore, Edward, 1821- [Compiler]""",https://www.gutenberg.org/cache/epub/11147/pg11147.cover.medium.jpg,11147,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1aa8f5saa454nvcp80993u0mnf23z8y4r6q0t7p7ykg3lqxcryg9ql3u6vc
iscn://likecoin-chain/_4QjDiSfHLbz-pgXqF_WLXAmojAUgSm3pejDnAL6MmQ/1,Phelim Otoole's Courtship and Other Stories,,"""Carleton, William, 1794-1869"",""Flanery, M. L. [Illustrator]""",https://www.gutenberg.org/cache/epub/16019/pg16019.cover.medium.jpg,16019,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1wl0g5mf80zk7enkfj4q7rwemw09748x45us9kvqgf2rd3j454m2sjaedjq
iscn://likecoin-chain/rHgaaCH_aA84AbpJN69Wdb7b_zS14ueLX7EsQCtcnaA/1,Phil Bradley's Mountain Boys,,"""Boone, Silas K.""",https://www.gutenberg.org/cache/epub/22279/pg22279.cover.medium.jpg,22279,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19shh3lke9cqtwm748qwfe6qujuw38xeswtdr6x6yjjlrlhczmdmq6655tr
iscn://likecoin-chain/AfC23SCQPc3_TP3SRTwm_i_0rcLFlYwPO1cRBUWf4JE/1,"Phil Purcel, The Pig-Driver; The Geography Of An Irish Oath; The Lianhan Shee",,"""Carleton, William, 1794-1869"",""Flanery, M. L. [Illustrator]""",https://www.gutenberg.org/cache/epub/16015/pg16015.cover.medium.jpg,16015,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mm73qvr6rdgqgtae5ywykheu9cjcstuxx2yv33znerjuyj0g3ypscntlsx
iscn://likecoin-chain/Xh2NsWGkoVhZyqm3s9X5APIY7oWDvXOXUnMxsCQlOI8/1,"Phil, the Fiddler",,"""Alger, Horatio, Jr., 1832-1899""",https://www.gutenberg.org/cache/epub/671/pg671.cover.medium.jpg,671,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ufuqdx6t38l66yt66j4zhtxnq0uczkyzwyuena65x8rt5efa2slq4tftcj
iscn://likecoin-chain/vS-I7BXTD_JX1_L_yE4gAbuPUo8cTLH1ENEY5HPfEHQ/1,Philebus,,"""Plato, 427? BCE-347? BCE"",""Jowett, Benjamin, 1817-1893 [Translator]""",https://www.gutenberg.org/cache/epub/1744/pg1744.cover.medium.jpg,1744,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1k5ej8s35jhly3pasvfk2r2w8suxn9qmw5pw7a8vmg38n83x7vwlq2wru2z
iscn://likecoin-chain/QgxV_Q6DEkZ2ttO6HiSSdzaKsCz6fjTUWlwm2gmfKH8/1,Philip Steele of the Royal Northwest Mounted Police,,"""Curwood, James Oliver, 1878-1927""",https://www.gutenberg.org/cache/epub/4633/pg4633.cover.medium.jpg,4633,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1lev929dyp6nycv4lgxa3vnaqz8t8w8mcmjrpqm4a3ww9zlz4rpsqmu9lk7
iscn://likecoin-chain/ODC_x4ZBQj8YU6EYVKFPTskYMs-9-P5s5bylTDXYc00/1,Philip Winwood,,"""Stephens, Robert Neilson, 1867-1906""",https://www.gutenberg.org/cache/epub/15506/pg15506.cover.medium.jpg,15506,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft103fuvjnr9qs9ecpgn4qng5d2vnc72wwfpg7dk32rt8s73yhvq4tqjm83l8
iscn://likecoin-chain/HmBdCcT3XHqCUSMIZkgQ69hzoPOfMPKRiBbj5ahAJaM/1,Philippa,,"""Molesworth, Mrs., 1839-1921"",""Finnemore, Joseph, 1860-1939 [Illustrator]""",https://www.gutenberg.org/cache/epub/43169/pg43169.cover.medium.jpg,43169,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1ta5cgcsu5helwkv2d2mpj7susvcaqfsx59l9g7aemnrv86z47fdqsmtyxn
iscn://likecoin-chain/6ctuuysNAlyz3OBU_9L-QC4JA8zHskwWZ87FwSDk5mI/1,Philippian Studies,,"""Moule, H. C. G. (Handley Carr Glyn), 1841-1920""",https://www.gutenberg.org/cache/epub/25221/pg25221.cover.medium.jpg,25221,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft19hvfk3p33vw7dje56hvlkw085xsrxrgr4jya5qh0ak4tctlrawwqlh0t2a
iscn://likecoin-chain/quMpbzDqsEZXtt6AaFPK8DXNGbMZze4VEZICVWQV-Os/1,Philistia,,"""Allen, Grant, 1848-1899""",https://www.gutenberg.org/cache/epub/6060/pg6060.cover.medium.jpg,6060,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1yhcf8933ncxsj0vjcjx573gafdmacwukcpp6havlfg2ugtywayhsh4yd0w
iscn://likecoin-chain/Vd2bmb4FaY5iDFuPEWsNEQAZZgQNqM_QoIzL7bWKBzI/1,Philosophy 4: A Story of Harvard University,,"""Wister, Owen, 1860-1938""",https://www.gutenberg.org/cache/epub/862/pg862.cover.medium.jpg,862,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1e8q2vvt95rdv6x5phy5n3f4jkpgps7822as2gtpar9hus7nhkxlqysy7p5
iscn://likecoin-chain/u3UW6jtL0iW3QghGT7i14ckfWYeI4Qbw5B7LnmmXGRM/1,Philosophy and Religion,,"""Rashdall, Hastings, 1858-1924""",https://www.gutenberg.org/cache/epub/21995/pg21995.cover.medium.jpg,21995,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1vn636ljs0x8k7mfkvazm5ekk4la0pa0fpekd8cq3lexadsp50p7smzn2rx
iscn://likecoin-chain/ZxHQGgxZ6j9-nrecL6pDOciJ1C63ZDmPHP313Ko4G04/1,Philothea: A Grecian Romance,,"""Child, Lydia Maria, 1802-1880""",https://www.gutenberg.org/cache/epub/9982/pg9982.cover.medium.jpg,9982,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1w3feyz8kx96a24qpn7tv0fzcfhw8qk4gj5a09le97edev5ffhzhqgmhf87
iscn://likecoin-chain/XrvVh7TckhIY3sBTG0tp25G89vViPDLcTSK4MBmtQns/1,Phyllis,,"""Duchess, 1855?-1897""",https://www.gutenberg.org/cache/epub/55398/pg55398.cover.medium.jpg,55398,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1wt33njfuaap0ekvw2syw8g5px8jj6lkxlg8qy743wm9hsck9754qck9ngq
iscn://likecoin-chain/csUqVfxeedvp8TGqopGhRmmwErKPw6YnJlVDtlpaKaQ/1,Physiologie du goût,,"""Brillat-Savarin, 1755-1826""",https://www.gutenberg.org/cache/epub/22741/pg22741.cover.medium.jpg,22741,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft15cls25asnzxh5e7f46flm22af5u3f88dtxtfq640tewdcwhvt9tq8cj0pu
iscn://likecoin-chain/4qVAr-KACln_EmJ1ZIYY4Ggsb4CusC6C0wFCw1BaJD4/1,Piano Mastery: Talks with Master Pianists and Teachers,,"""Brower, Harriette, 1869-1928""",https://www.gutenberg.org/cache/epub/15604/pg15604.cover.medium.jpg,15604,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1zzcvqf66ajvxka9jmg3z4ll53ezlyl670kc97hvn678l0aqe8vjsx8tv3x
iscn://likecoin-chain/eCM0jfVdSZ1lbhOhoAN4i7J0p--Q0mE1i11fsHA8-7g/1,Picture and Text,,"""James, Henry, 1843-1916""",https://www.gutenberg.org/cache/epub/25767/pg25767.cover.medium.jpg,25767,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft133xa3rqthrecuu02dwtdtqq4wcykvssmc2vexzufmkc2y6r6zxmsr5lya6
iscn://likecoin-chain/KgfLb5CwEjc9KZbVzRxKEe2pS2RgAxg8zLBZU0WZmwE/1,Pictures Every Child Should Know,,"""Bacon, Mary Schell Hoke, 1870-1934""",https://www.gutenberg.org/cache/epub/6932/pg6932.cover.medium.jpg,6932,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft10k5mqf3dtkgdf4kh0mzcc70y34g2pfxvyq9kx2rh5wdc7y37ntksfuumjw
iscn://likecoin-chain/dAplW8qKEOdRPwSg1bF1FBiaJenCXkMDa0CK0gGau6o/1,"Pictures of German Life in the XVth, XVIth, and XVIIth Centuries, Vol. II.",,"""Freytag, Gustav, 1816-1895"",""Malcolm, Mrs. (Georgina) [Translator]""",https://www.gutenberg.org/cache/epub/33795/pg33795.cover.medium.jpg,33795,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1jy9dvsmqee2varwhjeu8ygsxyqtn0653z4hwqx0rzjh3qlq5szqqqww9hg
iscn://likecoin-chain/4pT3hf7pk6YIE30shQQgbGrXwMW3aKrGGkLvoIU6maQ/1,Pierre and His People: Tales of the Far North. Complete,,"""Parker, Gilbert, 1862-1932""",https://www.gutenberg.org/cache/epub/6179/pg6179.cover.medium.jpg,6179,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft17pwquwnrapzs69j0px3v9mr2l6f34dckj96erjxlvrmky369m5dq3zj54m
iscn://likecoin-chain/JS041NBM2C4JQctGKcR7ukLZyFVis015RqqPuAtwNEs/1,Are we ruined by the Germans?,,"""Cox, Harold, 1859-1936""",https://www.gutenberg.org/cache/epub/31163/pg31163.cover.medium.jpg,31163,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft106j0lmwlvxyghkkqpuc6afj8lx5smy4sgk8ygfe8v9cfzg02stkqn4hp6g
iscn://likecoin-chain/4lsM4fsOt_0QIPMMH2uO7p6awT7yu55TRijipv4MpYk/1,Stories by English Authors: England,,"""Collins, Wilkie, 1824-1889 [Contributor]"",""Edwards, Amelia B., 1831-1892 [Contributor]"",""Hardy, Thomas, 1840-1928 [Contributor]"",""Hope, Anthony, 1863-1933 [Contributor]"",""Lewis, Angelo [Contributor]"",""Reade, Charles, 1814-1884 [Contributor]"",""Robinson, F. W. (Frederick William), 1830-1901 [Contributor]""",https://www.gutenberg.org/cache/epub/6039/pg6039.cover.medium.jpg,6039,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1au8ta7ryqfuuqlz383wufzr9grcg8330580dsh4q0g4tnunrwepswskg37
iscn://likecoin-chain/HrNIzhnTZv20rRn0mfp-a20zC2gw_kNbuHEUZYGmGf0/1,Pioneers of the Old South: A Chronicle of English Colonial Beginnings,,"""Johnston, Mary, 1870-1936"",""Johnson, Allen, 1870-1931 [Editor]""",https://www.gutenberg.org/cache/epub/2898/pg2898.cover.medium.jpg,2898,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1wr4v9s94drhaq4l7g5zndwh5w3frzfjzmhhhj5ftxkt2vyjfm7jqnvn0jg
iscn://likecoin-chain/CysPi8RW79FwD8oJcyab3h820FGxoAyoAr1toFO8KLc/1,Pirke Avot: The Sayings of the Jewish Fathers,,"""Gorfinkle, Joseph I. (Joseph Isaac), 1880- [Translator]""",https://www.gutenberg.org/cache/epub/8548/pg8548.cover.medium.jpg,8548,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1rq42uwzj0yrh5m60jjvyal9gpxnv2qth2wjlj69zsaak953zv4ysspynj9
iscn://likecoin-chain/CgmLU_p8J65ipND3f522Y-hKG0LXgZRyAiU7Y9zvlpA/1,Pixy's Holiday Journey,,"""Lang, George"",""Ireland, Mary E. (Mary Eliza), 1834-1927 [Translator]""",https://www.gutenberg.org/cache/epub/15426/pg15426.cover.medium.jpg,15426,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1mlly7pkz6txtkpe0c32992jpu9utmff5p49nk74a62yzrwkzuteq7pedhq
iscn://likecoin-chain/xIWzEoaKZZ_-GdQWQtwg4qMa8bdJSrCkgUrkYVWFrlw/1,Plain English,,"""Wharton, Marian""",https://www.gutenberg.org/cache/epub/40550/pg40550.cover.medium.jpg,40550,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1as245mx3nwm06dqzu0e9xh58u3w5mgpxydze9vyyvgv586kjxczqgd64yu
iscn://likecoin-chain/jh8GD7ngax6JdN4Fb-g1VoVbMsG-a3HljiAvhvOJW9U/1,Plain Tales from the Hills,,"""Kipling, Rudyard, 1865-1936""",https://www.gutenberg.org/cache/epub/1858/pg1858.cover.medium.jpg,1858,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft14nsyl4duslutdctk7h2enuk3qxtqs70nakkrc3qyphrv2tpwwheqag2y82
iscn://likecoin-chain/uRNJZge5C9RjrwJ8IM5fSyV6sX93xzGhAun9Ds3CL18/1,"Plays by Anton Chekhov, Second Series",,"""Chekhov, Anton Pavlovich, 1860-1904"",""West, Julius, 1891-1918 [Translator]""",https://www.gutenberg.org/cache/epub/7986/pg7986.cover.medium.jpg,7986,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1xkclz5cfykuq4rpdldksd356vypeezewvjmghalyxztvvmz6jmfst4hu2l
iscn://likecoin-chain/83W_g7Eq4e3wNb72I-7_Kj3Lrz_uCFR4-m3YpKgZAR4/1,Plays by August Strindberg: Creditors. Pariah.,,"""Strindberg, August, 1849-1912"",""Björkman, Edwin, 1866-1951 [Translator]""",https://www.gutenberg.org/cache/epub/5053/pg5053.cover.medium.jpg,5053,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1lynu94478eyjnqel32vys5rzasua5e07wzx0hq7c9zltemjnkz3sc3y9s8
iscn://likecoin-chain/gcMV-nKgygBmjjR9IydWHRYy6OHs2fttOI_aQb-1LVg/1,"Plays by August Strindberg, Second series",,"""Strindberg, August, 1849-1912"",""Björkman, Edwin, 1866-1951 [Translator]""",https://www.gutenberg.org/cache/epub/14347/pg14347.cover.medium.jpg,14347,10,10,Free Edition,免費贈閱,Free Edition,免費贈閱,0,likenft1va5sanzzhv7lyj026lkzd8cer978t68szlthj28zrp4xvu9j8pgqq85kuz
